root,verb_entry_id,entry_type,measure,status,meaning,current_past,current_present,current_imperative,qutrub_result,qutrub_future_type,qutrub_past,qutrub_present,qutrub_imperative,past_match,present_match,imperative_match,safe_corrections,qutrub_url
رحل,رحل-main,Main,I,ai_draft,"To leave, move, depart",رحل,يرحل,ارحل,ambiguous_future_type,,رَحَلَ,,,False,,,,https://qutrub.arabeyes.org/?verb=رحل
خوف,خوف-main,Main,I,ai_draft,To fear,خاف,يخاف,خف,ambiguous_future_type,,خَافَ,,,False,,,,https://qutrub.arabeyes.org/?verb=خاف
خوف,خوف-csv-237,Variant,IV,ai_draft,To frighten,أخاف,يخيف,أخف,unambiguous,فتحة,أَخَافَ,يُخِيفُ,أَخِفْ,False,False,False,past=أَخَافَ; present=يُخِيفُ; imperative=أَخِفْ,https://qutrub.arabeyes.org/?verb=أخاف
وجه,وجه-main,Main,III,ai_draft,"To face, encounter",واجه,يواجه,واجه,unambiguous,فتحة,وَاجَهَ,يُوَاجِهُ,وَاجِهْ,False,False,False,past=وَاجَهَ; present=يُوَاجِهُ; imperative=وَاجِهْ,https://qutrub.arabeyes.org/?verb=واجه
وجه,وجه-csv-81,Variant,VIII,ai_draft,To head towards,اتّجه,يتّجه,اتّجه,unambiguous,فتحة,اِتَّجَهَ,يَتَّجِهُ,اِتَّجِهْ,False,False,False,past=اِتَّجَهَ; present=يَتَّجِهُ; imperative=اِتَّجِهْ,https://qutrub.arabeyes.org/?verb=اتّجه
وجه,وجه-csv-246,Variant,V,ai_draft,"To proceed to, head for",توجّه,يتوجّه,توجّه,unambiguous,فتحة,تَوَجَّهَ,يَتَوَجَّهُ,تَوَجَّهْ,False,False,False,past=تَوَجَّهَ; present=يَتَوَجَّهُ; imperative=تَوَجَّهْ,https://qutrub.arabeyes.org/?verb=توجّه
وجه,وجه-csv-505,Variant,II,ai_draft,To direct,وجه,يوجه,وجه,ambiguous_future_type,,وَجَهَ,,,False,,,,https://qutrub.arabeyes.org/?verb=وجه
وجه,وجه-quranic-towards,Variant,V,ai_draft,"turning oneself, heading (towards)",تَوَجَّهَ,يَتَوَجَّهُ,تَوَجَّهْ,unambiguous,فتحة,تَوَجَّهَ,يَتَوَجَّهُ,تَوَجَّهْ,True,True,True,,https://qutrub.arabeyes.org/?verb=تَوَجَّهَ
درك,درك-main,Main,IV,ai_draft,To understand,أدرك,يدرك,أدرك,unambiguous,فتحة,أَدْرَكَ,يُدْرِكُ,أَدْرِكْ,False,False,False,past=أَدْرَكَ; present=يُدْرِكُ; imperative=أَدْرِكْ,https://qutrub.arabeyes.org/?verb=أدرك
بني,بني-main,Main,I,ai_draft,To build,بنى,يبني,ابن,ambiguous_future_type,,بَنَى,,,False,,,,https://qutrub.arabeyes.org/?verb=بنى
عطف,عطف-main,Main,VII,ai_draft,To turn,انعطف,ينعطف,انعطف,unambiguous,فتحة,اِنْعَطَفَ,يَنْعَطِفُ,اِنْعَطِفْ,False,False,False,past=اِنْعَطَفَ; present=يَنْعَطِفُ; imperative=اِنْعَطِفْ,https://qutrub.arabeyes.org/?verb=انعطف
عطف,عطف-csv-530,Variant,I,ai_draft,To feel sympathy or compassion for,عطف,يعطف,اعطف,ambiguous_future_type,,عَطَفَ,,,False,,,,https://qutrub.arabeyes.org/?verb=عطف
كثر,كثر-main,Main,I,ai_draft,To be numerous,كثر,يكثر,اكثر,ambiguous_future_type,,كَثَرَ,,,False,,,,https://qutrub.arabeyes.org/?verb=كثر
كثر,كثر-csv-551,Variant,VI,ai_draft,"To increase, grow, multiply",تكاثر,يتكاثر,تكاثر,unambiguous,فتحة,تَكَاثَرَ,يَتَكَاثَرُ,تَكَاثَرْ,False,False,False,past=تَكَاثَرَ; present=يَتَكَاثَرُ; imperative=تَكَاثَرْ,https://qutrub.arabeyes.org/?verb=تكاثر
نشأ,نشأ-main,Main,IV,ai_draft,To establish,أنشأ,ينشئ,أنشئ,unambiguous,فتحة,أَنْشَأَ,يُنْشِئُ,أَنْشِئْ,False,False,False,past=أَنْشَأَ; present=يُنْشِئُ; imperative=أَنْشِئْ,https://qutrub.arabeyes.org/?verb=أنشأ
نشأ,نشأ-csv-144,Variant,I,ai_draft,To originate from,نشأ,ينشأ,انشأ,ambiguous_future_type,,نَشَأَ,,,False,,,,https://qutrub.arabeyes.org/?verb=نشأ
نشأ,نشأ-csv-336,Variant,IV,ai_draft,To establish,أنشأ,ينشىء,أنشىء,unambiguous,فتحة,أَنْشَأَ,يُنْشِئُ,أَنْشِئْ,False,False,False,past=أَنْشَأَ; present=يُنْشِئُ; imperative=أَنْشِئْ,https://qutrub.arabeyes.org/?verb=أنشأ
شهر,شهر-main,Main,VIII,ai_draft,To be famous,اشتهر,يشتهر,اشتهر,unambiguous,فتحة,اِشْتَهَرَ,يَشْتَهِرُ,اِشْتَهِرْ,False,False,False,past=اِشْتَهَرَ; present=يَشْتَهِرُ; imperative=اِشْتَهِرْ,https://qutrub.arabeyes.org/?verb=اشتهر
رغب,رغب-main,Main,I,ai_draft,"To wish for, want",رغب,يرغب,ارغب,ambiguous_future_type,,رَغَبَ,,,False,,,,https://qutrub.arabeyes.org/?verb=رغب
لحق,لحق-main,Main,VIII,ai_draft,To join,التحق,يلتحق,التحق,unambiguous,فتحة,اِلْتَحَقَ,يَلْتَحِقُ,اِلْتَحِقْ,False,False,False,past=اِلْتَحَقَ; present=يَلْتَحِقُ; imperative=اِلْتَحِقْ,https://qutrub.arabeyes.org/?verb=التحق
وفق,وفق-main,Main,III,ai_draft,To agree,وافق,يوافق,وافق,unambiguous,فتحة,وَافَقَ,يُوَافِقُ,وَافِقْ,False,False,False,past=وَافَقَ; present=يُوَافِقُ; imperative=وَافِقْ,https://qutrub.arabeyes.org/?verb=وافق
وفق,وفق-csv-92,Variant,II,ai_draft,To grant success,وفّق,يوفق,وفق,unambiguous,فتحة,وَفَّقَ,يُوَفِّقُ,وَفِّقْ,False,False,False,past=وَفَّقَ; present=يُوَفِّقُ; imperative=وَفِّقْ,https://qutrub.arabeyes.org/?verb=وفّق
وفق,وفق-csv-163,Variant,VIII,ai_draft,To agree,اتّفق,يتّفق,اتّفق,unambiguous,فتحة,اِتَّفَقَ,يَتَّفِقُ,اِتَّفِقْ,False,False,False,past=اِتَّفَقَ; present=يَتَّفِقُ; imperative=اِتَّفِقْ,https://qutrub.arabeyes.org/?verb=اتّفق
تشر,تشر-main,Main,VII,ai_draft,To be widespread,انتشر,ينتشر,انتشر,unambiguous,فتحة,اِنْتَشَرَ,يَنْتَشِرُ,اِنْتَشِرْ,False,False,False,past=اِنْتَشَرَ; present=يَنْتَشِرُ; imperative=اِنْتَشِرْ,https://qutrub.arabeyes.org/?verb=انتشر
شيع,شيع-main,Main,I,ai_draft,"To circulate, be widespread",شاع,يشيع,شع,ambiguous_future_type,,شَاعَ,,,False,,,,https://qutrub.arabeyes.org/?verb=شاع
عبب,عبب-main,Main,V,ai_draft,To be exhausted,تعب,يتعب,اتعب,ambiguous_future_type,,تَعَبَ,,,False,,,,https://qutrub.arabeyes.org/?verb=تعب
أخر,أخر-main,Main,V,ai_draft,To fall behind,تأخّر,يتأخّر,تأخّر,unambiguous,فتحة,تَأَخَّرَ,يَتَأَخَّرُ,تَأَخَّرْ,False,False,False,past=تَأَخَّرَ; present=يَتَأَخَّرُ; imperative=تَأَخَّرْ,https://qutrub.arabeyes.org/?verb=تأخّر
أخر,أخر-quranic-delay,Variant,II,ai_draft,"delaying, postponing",أَخَّرَ,يُؤَخِّرُ,أَخِّرْ,unambiguous,فتحة,أَخَّرَ,يُؤَخِّرُ,أَخِّرْ,True,True,True,,https://qutrub.arabeyes.org/?verb=أَخَّرَ
أثر,أثر-main,Main,V,ai_draft,To be affected,تأثّر,يتأثّر,تأثّر,unambiguous,فتحة,تَأَثَّرَ,يَتَأَثَّرُ,تَأَثَّرْ,False,False,False,past=تَأَثَّرَ; present=يَتَأَثَّرُ; imperative=تَأَثَّرْ,https://qutrub.arabeyes.org/?verb=تأثّر
أثر,أثر-csv-135,Variant,II,ai_draft,To affect,أثّر,يؤثر,أثر,unambiguous,فتحة,أَثَّرَ,يُؤَثِّرُ,أَثِّرْ,False,False,False,past=أَثَّرَ; present=يُؤَثِّرُ; imperative=أَثِّرْ,https://qutrub.arabeyes.org/?verb=أثّر
كنن,كنن-main,Main,VI,ai_draft,To consist of,تكوّن,يتكوّن,تكوّن,unambiguous,فتحة,تَكَوَّنَ,يَتَكَوَّنُ,تَكَوَّنْ,False,False,False,past=تَكَوَّنَ; present=يَتَكَوَّنُ; imperative=تَكَوَّنْ,https://qutrub.arabeyes.org/?verb=تكوّن
حصل,حصل-main,Main,I,ai_draft,To attain,حصل,يحصل,احصل,ambiguous_future_type,,حَصَلَ,,,False,,,,https://qutrub.arabeyes.org/?verb=حصل
شرف,شرف-main,Main,IV,ai_draft,"To supervise, run",أشرف,يشرف,أشرف,unambiguous,فتحة,أَشْرَفَ,يُشْرِفُ,أَشْرِفْ,False,False,False,past=أَشْرَفَ; present=يُشْرِفُ; imperative=أَشْرِفْ,https://qutrub.arabeyes.org/?verb=أشرف
وفر,وفر-main,Main,II,ai_draft,To provide,وفّر,يوفر,وفر,unambiguous,فتحة,وَفَّرَ,يُوَفِّرُ,وَفِّرْ,False,False,False,past=وَفَّرَ; present=يُوَفِّرُ; imperative=وَفِّرْ,https://qutrub.arabeyes.org/?verb=وفّر
وفر,وفر-csv-247,Variant,V,ai_draft,To be available,توفّر,يتوفّر,توفّر,unambiguous,فتحة,تَوَفَّرَ,يَتَوَفَّرُ,تَوَفَّرْ,False,False,False,past=تَوَفَّرَ; present=يَتَوَفَّرُ; imperative=تَوَفَّرْ,https://qutrub.arabeyes.org/?verb=توفّر
فءل,فءل-main,Main,VI,ai_draft,To be optimistic,تفاءل,يتفاءل,تفاءل,unambiguous,فتحة,تَفَاءَلَ,يَتَفَاءَلُ,تَفَاءَلْ,False,False,False,past=تَفَاءَلَ; present=يَتَفَاءَلُ; imperative=تَفَاءَلْ,https://qutrub.arabeyes.org/?verb=تفاءل
عمم,عمم-main,Main,I,ai_draft,"To be prevalent, widespread",عمّ,يعمّ,عمّ,ambiguous_future_type,,عَمَّ,,,False,,,,https://qutrub.arabeyes.org/?verb=عمّ
وجب,وجب-main,Main,I,ai_draft,To be obligatory,وجب,يجب,جب,ambiguous_future_type,,وَجَبَ,,,False,,,,https://qutrub.arabeyes.org/?verb=وجب
وجب,وجب-csv-337,Variant,IV,ai_draft,To obligate,أوجب,يوجب,أوجب,unambiguous,فتحة,أَوْجَبَ,يُوجِبُ,أَوْجِبْ,False,False,False,past=أَوْجَبَ; present=يُوجِبُ; imperative=أَوْجِبْ,https://qutrub.arabeyes.org/?verb=أوجب
ربي,ربي-main,Main,II,ai_draft,"To raise, nurture",ربّى,يربي,رب,unambiguous,فتحة,رَبَّى,يُرَبِّي,رَبِّ,False,False,False,past=رَبَّى; present=يُرَبِّي; imperative=رَبِّ,https://qutrub.arabeyes.org/?verb=ربّى
دور,دور-main,Main,IV,ai_draft,To manage,أدار,يدير,أدر,unambiguous,فتحة,أَدَارَ,يُدِيرُ,أَدِرْ,False,False,False,past=أَدَارَ; present=يُدِيرُ; imperative=أَدِرْ,https://qutrub.arabeyes.org/?verb=أدار
فسد,فسد-main,Main,IV,ai_draft,"To corrupt, spoil",أفسد,يفسد,أفسد,unambiguous,فتحة,أَفْسَدَ,يُفْسِدُ,أَفْسِدْ,False,False,False,past=أَفْسَدَ; present=يُفْسِدُ; imperative=أَفْسِدْ,https://qutrub.arabeyes.org/?verb=أفسد
فسد,فسد-csv-203,Variant,I,ai_draft,To be corrupt(ed),فسد,يفسد,افسد,ambiguous_future_type,,فَسَدَ,,,False,,,,https://qutrub.arabeyes.org/?verb=فسد
صلح,صلح-main,Main,IV,ai_draft,To rectify,أصلح,يصلح,أصلح,unambiguous,فتحة,أَصْلَحَ,يُصْلِحُ,أَصْلِحْ,False,False,False,past=أَصْلَحَ; present=يُصْلِحُ; imperative=أَصْلِحْ,https://qutrub.arabeyes.org/?verb=أصلح
صلح,صلح-csv-204,Variant,I,ai_draft,To be righteous,صلح,يصلح,اصلح,ambiguous_future_type,,صَلَحَ,,,False,,,,https://qutrub.arabeyes.org/?verb=صلح
أدي,أدي-main,Main,II,ai_draft,To lead to,أدّى,يؤدي,أد,unambiguous,فتحة,أَدَّى,يُؤَدِّي,أَدِّ,False,False,False,past=أَدَّى; present=يُؤَدِّي; imperative=أَدِّ,https://qutrub.arabeyes.org/?verb=أدّى
فكك,فكك-main,Main,V,ai_draft,To break up,تفكّك,يتفكّك,تفكّك,unambiguous,فتحة,تَفَكَّكَ,يَتَفَكَّكُ,تَفَكَّكْ,False,False,False,past=تَفَكَّكَ; present=يَتَفَكَّكُ; imperative=تَفَكَّكْ,https://qutrub.arabeyes.org/?verb=تفكّك
ضيع,ضيع-main,Main,I,ai_draft,"To be squandered, to be wasted, to be lost",ضاع,يضيع,ضع,ambiguous_future_type,,ضَاعَ,,,False,,,,https://qutrub.arabeyes.org/?verb=ضاع
ضيع,ضيع-csv-317,Variant,IV,ai_draft,"To waste, squander",أضاع,يضيع,أضع,unambiguous,فتحة,أَضَاعَ,يُضِيعُ,أَضِعْ,False,False,False,past=أَضَاعَ; present=يُضِيعُ; imperative=أَضِعْ,https://qutrub.arabeyes.org/?verb=أضاع
ضيع,ضيع-csv-474,Variant,II,ai_draft,"To waste, miss",ضيع,يضيع,ضيع,ambiguous_future_type,,ضَيَعَ,,,False,,,,https://qutrub.arabeyes.org/?verb=ضيع
خلط,خلط-main,Main,III,ai_draft,To mix with,خالط,يخالط,خالط,unambiguous,فتحة,خَالَطَ,يُخَالِطُ,خَالِطْ,False,False,False,past=خَالَطَ; present=يُخَالِطُ; imperative=خَالِطْ,https://qutrub.arabeyes.org/?verb=خالط
خلط,خلط-csv-331,Variant,VIII,ai_draft,"To mix, intermingle",اختلط,يختلط,اختلط,unambiguous,فتحة,اِخْتَلَطَ,يَخْتَلِطُ,اِخْتَلِطْ,False,False,False,past=اِخْتَلَطَ; present=يَخْتَلِطُ; imperative=اِخْتَلِطْ,https://qutrub.arabeyes.org/?verb=اختلط
غرب,غرب-main,Main,VIII,ai_draft,To migrate,اغترب,يغترب,اغترب,unambiguous,فتحة,اِغْتَرَبَ,يَغْتَرِبُ,اِغْتَرِبْ,False,False,False,past=اِغْتَرَبَ; present=يَغْتَرِبُ; imperative=اِغْتَرِبْ,https://qutrub.arabeyes.org/?verb=اغترب
صحب,صحب-main,Main,I,ai_draft,To take along,صحب,يصحب,اصحب,ambiguous_future_type,,صَحَبَ,,,False,,,,https://qutrub.arabeyes.org/?verb=صحب
نظف,نظف-main,Main,II,ai_draft,To clean,نظّف,ينظف,نظف,unambiguous,فتحة,نَظَّفَ,يُنَظِّفُ,نَظِّفْ,False,False,False,past=نَظَّفَ; present=يُنَظِّفُ; imperative=نَظِّفْ,https://qutrub.arabeyes.org/?verb=نظّف
عمد,عمد-main,Main,VIII,ai_draft,To rely/depend on,اعتمد,يعتمد,اعتمد,unambiguous,فتحة,اِعْتَمَدَ,يَعْتَمِدُ,اِعْتَمِدْ,False,False,False,past=اِعْتَمَدَ; present=يَعْتَمِدُ; imperative=اِعْتَمِدْ,https://qutrub.arabeyes.org/?verb=اعتمد
سلل,سلل-main,Main,VI,ai_draft,To beg,تسوّل,يتسوّل,تسوّل,unambiguous,فتحة,تَسَوَّلَ,يَتَسَوَّلُ,تَسَوَّلْ,False,False,False,past=تَسَوَّلَ; present=يَتَسَوَّلُ; imperative=تَسَوَّلْ,https://qutrub.arabeyes.org/?verb=تسوّل
حطب,حطب-main,Main,VIII,ai_draft,To gather firewood,احتطب,يحتطب,احتطب,unambiguous,فتحة,اِحْتَطَبَ,يَحْتَطِبُ,اِحْتَطِبْ,False,False,False,past=اِحْتَطَبَ; present=يَحْتَطِبُ; imperative=اِحْتَطِبْ,https://qutrub.arabeyes.org/?verb=احتطب
مسك,مسك-main,Main,IV,ai_draft,To hold,أمسك,يمسك,أمسك,unambiguous,فتحة,أَمْسَكَ,يُمْسِكُ,أَمْسِكْ,False,False,False,past=أَمْسَكَ; present=يُمْسِكُ; imperative=أَمْسِكْ,https://qutrub.arabeyes.org/?verb=أمسك
دفع,دفع-main,Main,I,ai_draft,"To pay, to push",دفع,يدفع,ادفع,ambiguous_future_type,,دَفَعَ,,,False,,,,https://qutrub.arabeyes.org/?verb=دفع
زهر,زهر-main,Main,VIII,ai_draft,"To flourish, thrive",ازدهر,يزدهر,ازدهر,unambiguous,فتحة,اِزْدَهَرَ,يَزْدَهِرُ,اِزْدَهِرْ,False,False,False,past=اِزْدَهَرَ; present=يَزْدَهِرُ; imperative=اِزْدَهِرْ,https://qutrub.arabeyes.org/?verb=ازدهر
قرض,قرض-main,Main,IV,ai_draft,To loan,أقرض,يقرض,أقرض,unambiguous,فتحة,أَقْرَضَ,يُقْرِضُ,أَقْرِضْ,False,False,False,past=أَقْرَضَ; present=يُقْرِضُ; imperative=أَقْرِضْ,https://qutrub.arabeyes.org/?verb=أقرض
قرض,قرض-csv-271,Variant,VII,ai_draft,To become extinct,انقرض,ينقرض,انقرض,unambiguous,فتحة,اِنْقَرَضَ,يَنْقَرِضُ,اِنْقَرِضْ,False,False,False,past=اِنْقَرَضَ; present=يَنْقَرِضُ; imperative=اِنْقَرِضْ,https://qutrub.arabeyes.org/?verb=انقرض
حرب,حرب-main,Main,III,ai_draft,To fight against,حارب,يحارب,حارب,unambiguous,فتحة,حَارَبَ,يُحَارِبُ,حَارِبْ,False,False,False,past=حَارَبَ; present=يُحَارِبُ; imperative=حَارِبْ,https://qutrub.arabeyes.org/?verb=حارب
شجع,شجع-main,Main,II,ai_draft,"To encourage, promote",شجّع,يشجع,شجع,unambiguous,فتحة,شَجَّعَ,يُشَجِّعُ,شَجِّعْ,False,False,False,past=شَجَّعَ; present=يُشَجِّعُ; imperative=شَجِّعْ,https://qutrub.arabeyes.org/?verb=شجّع
قوي,قوي-main,Main,I,ai_draft,To be strong(er),قوي,يقوى,اقو,ambiguous_future_type,,قَوِيَ,,,False,,,,https://qutrub.arabeyes.org/?verb=قوي
ألف,ألف-main,Main,II,ai_draft,To author,ألّف,يؤلف,ألف,unambiguous,فتحة,أَلَّفَ,يُؤَلِّفُ,أَلِّفْ,False,False,False,past=أَلَّفَ; present=يُؤَلِّفُ; imperative=أَلِّفْ,https://qutrub.arabeyes.org/?verb=ألّف
ألف,ألف-csv-584,Variant,I,ai_draft,To get used to,ألف,يألف,ائلف,ambiguous_future_type,,أَلَفَ,,,False,,,,https://qutrub.arabeyes.org/?verb=ألف
علن,علن-main,Main,IV,ai_draft,To announce,أعلن,يعلن,أعلن,unambiguous,فتحة,أَعْلَنَ,يُعْلِنُ,أَعْلِنْ,False,False,False,past=أَعْلَنَ; present=يُعْلِنُ; imperative=أَعْلِنْ,https://qutrub.arabeyes.org/?verb=أعلن
خدم,خدم-main,Main,I,ai_draft,To serve,خدم,يخدم,اخدم,ambiguous_future_type,,خَدَمَ,,,False,,,,https://qutrub.arabeyes.org/?verb=خدم
عفو,عفو-main,Main,I,ai_draft,To forgive,عفا,يعفو,اعف,ambiguous_future_type,,عَفَا,,,False,,,,https://qutrub.arabeyes.org/?verb=عفا
شرك,شرك-main,Main,III,ai_draft,To participate,شارك,يشارك,شارك,unambiguous,فتحة,شَارَكَ,يُشَارِكُ,شَارِكْ,False,False,False,past=شَارَكَ; present=يُشَارِكُ; imperative=شَارِكْ,https://qutrub.arabeyes.org/?verb=شارك
شرك,شرك-csv-279,Variant,VIII,ai_draft,"To join, partake (in)",اشترك,يشترك,اشترك,unambiguous,فتحة,اِشْتَرَكَ,يَشْتَرِكُ,اِشْتَرِكْ,False,False,False,past=اِشْتَرَكَ; present=يَشْتَرِكُ; imperative=اِشْتَرِكْ,https://qutrub.arabeyes.org/?verb=اشترك
شرك,شرك-quranic-associate,Variant,IV,ai_draft,associating partners (with Allah),أَشْرَكَ,يُشْرِكُ,أَشْرِكْ,unambiguous,فتحة,أَشْرَكَ,يُشْرِكُ,أَشْرِكْ,True,True,True,,https://qutrub.arabeyes.org/?verb=أَشْرَكَ
نفس,نفس-main,Main,III,ai_draft,To compete,نافس,ينافس,نافس,unambiguous,فتحة,نَافَسَ,يُنَافِسُ,نَافِسْ,False,False,False,past=نَافَسَ; present=يُنَافِسُ; imperative=نَافِسْ,https://qutrub.arabeyes.org/?verb=نافس
نفس,نفس-csv-413,Variant,V,ai_draft,To breathe,تنفس,يتنفس,تنفس,unambiguous,فتحة,تَنْفَسَ,يُتَنْفِسُ,تَنْفِسْ,False,False,False,past=تَنْفَسَ; present=يُتَنْفِسُ; imperative=تَنْفِسْ,https://qutrub.arabeyes.org/?verb=تنفس
كفأ,كفأ-main,Main,III,ai_draft,To reward,كافأ,يكافئ,كافئ,unambiguous,فتحة,كَافَأَ,يُكَافِئُ,كَافِئْ,False,False,False,past=كَافَأَ; present=يُكَافِئُ; imperative=كَافِئْ,https://qutrub.arabeyes.org/?verb=كافأ
منح,منح-main,Main,I,ai_draft,To award (to),منح,يمنح,امنح,ambiguous_future_type,,مَنَحَ,,,False,,,,https://qutrub.arabeyes.org/?verb=منح
نيل,نيل-main,Main,I,ai_draft,"To win, accomplish",نال,ينال,نل,ambiguous_future_type,,نَالَ,,,False,,,,https://qutrub.arabeyes.org/?verb=نال
رسل,رسل-main,Main,IV,ai_draft,To send,أرسل,يرسل,أرسل,unambiguous,فتحة,أَرْسَلَ,يُرْسِلُ,أَرْسِلْ,False,False,False,past=أَرْسَلَ; present=يُرْسِلُ; imperative=أَرْسِلْ,https://qutrub.arabeyes.org/?verb=أرسل
جلل,جلل-main,Main,VI,ai_draft,"To wander, explore",تجوّل,يتجوّل,تجوّل,unambiguous,فتحة,تَجَوَّلَ,يَتَجَوَّلُ,تَجَوَّلْ,False,False,False,past=تَجَوَّلَ; present=يَتَجَوَّلُ; imperative=تَجَوَّلْ,https://qutrub.arabeyes.org/?verb=تجوّل
جعل,جعل-main,Main,I,ai_draft,To make,جعل,يجعل,اجعل,ambiguous_future_type,,جَعَلَ,,,False,,,,https://qutrub.arabeyes.org/?verb=جعل
رفض,رفض-main,Main,I,ai_draft,To reject,رفض,يرفض,ارفض,ambiguous_future_type,,رَفَضَ,,,False,,,,https://qutrub.arabeyes.org/?verb=رفض
طير,طير-main,Main,I,ai_draft,To fly,طار,يطير,طر,ambiguous_future_type,,طَارَ,,,False,,,,https://qutrub.arabeyes.org/?verb=طار
فرض,فرض-main,Main,I,ai_draft,"To compel, force",فرض,يفرض,افرض,ambiguous_future_type,,فَرَضَ,,,False,,,,https://qutrub.arabeyes.org/?verb=فرض
ربط,ربط-main,Main,I,ai_draft,To tie,ربط,يربط,اربط,ambiguous_future_type,,رَبَطَ,,,False,,,,https://qutrub.arabeyes.org/?verb=ربط
زول,زول-main,Main,IV,ai_draft,To remove,أزال,يزيل,أزل,unambiguous,فتحة,أَزَالَ,يُزِيلُ,أَزِلْ,False,False,False,past=أَزَالَ; present=يُزِيلُ; imperative=أَزِلْ,https://qutrub.arabeyes.org/?verb=أزال
نفق,نفق-main,Main,IV,ai_draft,To spend,أنفق,ينفق,أنفق,unambiguous,فتحة,أَنْفَقَ,يُنْفِقُ,أَنْفِقْ,False,False,False,past=أَنْفَقَ; present=يُنْفِقُ; imperative=أَنْفِقْ,https://qutrub.arabeyes.org/?verb=أنفق
سمم,سمم-main,Main,V,ai_draft,To be poisoned,تسمّم,يتسمّم,تسمّم,unambiguous,فتحة,تَسَمَّمَ,يَتَسَمَّمُ,تَسَمَّمْ,False,False,False,past=تَسَمَّمَ; present=يَتَسَمَّمُ; imperative=تَسَمَّمْ,https://qutrub.arabeyes.org/?verb=تسمّم
كرر,كرر-main,Main,V,ai_draft,To repeat,تكرّر,يتكرّر,تكرّر,unambiguous,فتحة,تَكَرَّرَ,يَتَكَرَّرُ,تَكَرَّرْ,False,False,False,past=تَكَرَّرَ; present=يَتَكَرَّرُ; imperative=تَكَرَّرْ,https://qutrub.arabeyes.org/?verb=تكرّر
حثث,حثث-main,Main,I,ai_draft,"To incite, encourage",حثّ,يحثّ,حثّ,ambiguous_future_type,,حَثَّ,,,False,,,,https://qutrub.arabeyes.org/?verb=حثّ
حرق,حرق-main,Main,I,ai_draft,To burn,حرق,يحرق,احرق,ambiguous_future_type,,حَرَقَ,,,False,,,,https://qutrub.arabeyes.org/?verb=حرق
حرق,حرق-csv-267,Variant,IV,ai_draft,To set on fire,أحرق,يحرق,أحرق,unambiguous,فتحة,أَحْرَقَ,يُحْرِقُ,أَحْرِقْ,False,False,False,past=أَحْرَقَ; present=يُحْرِقُ; imperative=أَحْرِقْ,https://qutrub.arabeyes.org/?verb=أحرق
حرق,حرق-csv-560,Variant,VIII,ai_draft,To burn,احترق,يحترق,احترق,unambiguous,فتحة,اِحْتَرَقَ,يَحْتَرِقُ,اِحْتَرِقْ,False,False,False,past=اِحْتَرَقَ; present=يَحْتَرِقُ; imperative=اِحْتَرِقْ,https://qutrub.arabeyes.org/?verb=احترق
قيس,قيس-main,Main,I,ai_draft,To measure,قاس,يقيس,قس,ambiguous_future_type,,قَاسَ,,,False,,,,https://qutrub.arabeyes.org/?verb=قاس
لحظ,لحظ-main,Main,I,ai_draft,To notice,لحظ,يلحظ,لحظ,ambiguous_future_type,,لَحَظَ,,,False,,,,https://qutrub.arabeyes.org/?verb=لحظ
ضيف,ضيف-main,Main,IV,ai_draft,To add,أضاف,يضيف,أضف,unambiguous,فتحة,أَضَافَ,يُضِيفُ,أَضِفْ,False,False,False,past=أَضَافَ; present=يُضِيفُ; imperative=أَضِفْ,https://qutrub.arabeyes.org/?verb=أضاف
ثبت,ثبت-main,Main,IV,ai_draft,"To prove, to verify",أثبت,يثبت,أثبت,unambiguous,فتحة,أَثْبَتَ,يُثْبِتُ,أَثْبِتْ,False,False,False,past=أَثْبَتَ; present=يُثْبِتُ; imperative=أَثْبِتْ,https://qutrub.arabeyes.org/?verb=أثبت
ثبت,ثبت-csv-307,Variant,II,ai_draft,"To reinforce, make firm",ثبت,يثبت,ثبت,ambiguous_future_type,,ثَبَتَ,,,False,,,,https://qutrub.arabeyes.org/?verb=ثبت
ثبت,ثبت-csv-356,Variant,V,ai_draft,To verify,تثبت,يتثبت,تثبت,error: فتحة: 'NoneType' object has no attribute 'get' | ضمة: 'NoneType' object has no attribute 'get' | كسرة: 'NoneType' object has no attribute 'get',,,,,,,,,https://qutrub.arabeyes.org/?verb=تثبت
عور,عور-main,Main,IV,ai_draft,To lend,أعار,يعير,أعر,unambiguous,فتحة,أَعَارَ,يُعِيرُ,أَعِرْ,False,False,False,past=أَعَارَ; present=يُعِيرُ; imperative=أَعِرْ,https://qutrub.arabeyes.org/?verb=أعار
قود,قود-main,Main,VII,ai_draft,"To submit, surrender",انقاد,ينقاد,انقد,unambiguous,فتحة,اِنْقَادَ,يَنْقَادُ,اِنْقَدْ,False,False,False,past=اِنْقَادَ; present=يَنْقَادُ; imperative=اِنْقَدْ,https://qutrub.arabeyes.org/?verb=انقاد
كفل,كفل-main,Main,V,ai_draft,To take upon oneself,تكفّل,يتكفّل,تكفّل,unambiguous,فتحة,تَكَفَّلَ,يَتَكَفَّلُ,تَكَفَّلْ,False,False,False,past=تَكَفَّلَ; present=يَتَكَفَّلُ; imperative=تَكَفَّلْ,https://qutrub.arabeyes.org/?verb=تكفّل
رحب,رحب-main,Main,II,ai_draft,To welcome,رحّب,يرحب,رحب,unambiguous,فتحة,رَحَّبَ,يُرَحِّبُ,رَحِّبْ,False,False,False,past=رَحَّبَ; present=يُرَحِّبُ; imperative=رَحِّبْ,https://qutrub.arabeyes.org/?verb=رحّب
